Income,Recency,NumWebVisitsMonth,Complain,Response,AcceptedAnyCmp,HasChildren,Age,ClientDays,AmountSpend,NumPurchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Generation_BabyBoomer,Generation_Millennials,Generation_Postguerra,Generation_X,Generation_Z,NewMaritalStatus_Couple,NewMaritalStatus_Divorced,NewMaritalStatus_Other,NewMaritalStatus_Single,NewMaritalStatus_Widow
75702.0,77,8,0,0,0,1,56,3891,1148,26,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30899.0,35,6,0,0,0,1,49,3846,33,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
63342.0,48,6,0,0,1,1,62,3843,1101,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
45989.0,97,3,0,0,0,1,59,3837,322,16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
18701.0,95,5,0,0,0,1,59,3612,44,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
40737.0,24,8,0,0,0,1,66,3425,17,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
15287.0,60,7,0,1,1,1,44,3849,31,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
69674.0,46,5,0,0,0,1,55,3625,845,25,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
44159.0,85,5,0,0,0,1,53,3234,275,15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
37717.0,31,9,0,0,0,1,45,3805,25,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
43776.0,9,8,0,1,0,1,71,3733,275,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38179.0,30,7,0,0,0,1,57,3694,90,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
80124.0,47,1,0,0,1,0,60,3225,1495,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
38097.0,70,7,0,1,1,1,53,3844,184,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
72940.0,13,1,0,0,0,0,53,3597,981,13,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22070.0,11,6,0,0,0,1,53,3490,67,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
69267.0,31,7,0,1,0,0,70,3867,1635,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31788.0,15,5,1,0,0,1,40,3323,60,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
61905.0,2,5,0,0,0,1,48,3367,231,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
29315.0,55,6,0,0,0,1,63,3306,48,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
33378.0,38,7,0,0,0,1,60,3730,99,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
66313.0,86,4,0,0,0,1,60,3508,770,23,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
60714.0,56,5,0,1,0,0,67,3750,957,23,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
77882.0,29,1,0,0,0,0,42,3282,818,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
69867.0,30,1,0,1,1,0,37,3675,925,17,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
63841.0,64,6,0,0,0,1,55,3656,908,22,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24480.0,46,7,0,0,0,1,42,3725,102,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
51369.0,84,8,0,0,0,1,47,3834,576,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
37760.0,20,7,0,0,0,0,77,3889,317,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
65640.0,74,2,0,0,0,1,49,3342,461,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
44319.0,18,5,0,0,0,1,48,3295,37,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30631.0,75,7,0,0,0,1,49,3574,70,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
75278.0,17,3,0,0,0,0,71,3738,930,23,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
50898.0,88,5,0,0,0,1,67,3759,859,33,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
79946.0,19,3,0,0,0,0,57,3270,1478,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35416.0,62,8,0,0,0,0,74,3603,390,16,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
32414.0,11,7,0,0,1,0,39,3582,52,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
38361.0,74,7,0,0,0,1,54,3406,137,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
82497.0,32,4,0,0,1,0,43,3828,1919,19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
16626.0,76,9,0,0,0,1,52,3387,68,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
29672.0,6,6,0,0,0,1,58,3696,25,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
55951.0,62,8,0,0,1,1,71,3897,1374,23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35388.0,20,7,0,0,0,1,35,3701,32,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42386.0,43,8,0,0,0,1,37,3754,100,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
68627.0,45,1,0,0,0,0,41,3755,825,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57912.0,34,5,0,0,1,1,58,3326,916,28,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
35246.0,53,5,0,0,0,1,65,3296,62,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
58821.0,44,6,0,0,0,1,67,3482,728,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46377.0,89,4,0,0,0,1,45,3342,90,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
39747.0,43,8,0,0,0,1,35,3299,273,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23976.0,68,7,0,0,0,1,39,3406,66,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
80950.0,44,2,0,0,1,0,62,3680,1213,23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27038.0,64,9,0,1,0,0,57,3871,107,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
77457.0,85,1,0,0,1,0,76,3338,1157,18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
64100.0,93,7,0,0,1,1,59,3514,546,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42670.0,12,4,0,0,0,0,31,3650,241,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12571.0,86,6,0,0,0,1,47,3384,53,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
22574.0,28,7,0,0,0,1,56,3466,37,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70893.0,42,3,0,0,0,0,47,3730,1508,23,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
54198.0,13,4,0,0,0,1,57,3416,235,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
28839.0,86,5,0,0,0,1,67,3332,32,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40321.0,59,7,0,0,0,1,51,3557,102,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
66503.0,30,3,0,0,0,1,38,3906,401,15,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
30833.0,33,5,0,0,0,1,72,3570,28,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
64795.0,23,2,0,0,0,1,52,3750,680,21,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
34421.0,81,7,0,0,0,1,49,3585,30,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47025.0,6,7,0,0,0,1,58,3362,20,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
64325.0,41,7,0,0,0,1,62,3729,1307,23,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
40464.0,78,8,0,0,0,1,70,3756,630,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
62187.0,49,3,0,0,0,0,66,3581,1283,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
14849.0,39,8,0,0,0,1,47,3584,65,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
27255.0,3,7,0,0,0,1,39,3456,37,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
54432.0,37,4,0,0,0,1,73,3638,38,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
29999.0,22,8,0,0,0,1,37,3723,160,12,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24072.0,79,8,0,0,0,1,40,3661,23,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
33996.0,46,4,0,0,0,0,34,3513,71,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
66334.0,82,5,0,1,0,1,67,3674,1161,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
35178.0,10,7,0,1,1,1,52,3757,59,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22010.0,51,8,0,0,0,1,40,3586,33,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
62204.0,38,3,0,0,0,1,63,3877,946,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
75693.0,10,4,0,1,1,0,55,3792,1442,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
30675.0,14,8,0,0,0,1,51,3816,62,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
83003.0,18,3,0,1,1,0,58,3705,1674,22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
68655.0,95,3,0,0,0,0,35,3910,1538,21,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
41411.0,11,6,0,0,0,0,37,3426,139,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
55212.0,65,8,0,0,1,1,54,3805,1182,20,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
59292.0,71,3,0,0,0,1,73,3603,507,18,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
27190.0,13,8,0,1,1,1,50,3540,18,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
82623.0,58,1,0,0,0,0,71,3453,940,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
44300.0,65,6,0,0,0,1,58,3593,42,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
84835.0,0,1,0,1,0,0,53,3235,1190,15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
30372.0,33,7,0,0,0,1,52,3773,44,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
33181.0,90,6,0,0,1,1,47,3399,16,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
71113.0,95,4,0,0,0,1,66,3416,835,26,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
71952.0,93,4,0,0,1,1,37,3757,1443,22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
69759.0,38,3,0,1,0,0,57,3466,1029,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
72099.0,18,1,0,0,0,0,49,3832,1188,18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
60000.0,57,6,0,0,0,1,47,3776,1277,24,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
38643.0,45,7,1,0,0,1,45,3434,49,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50737.0,61,6,0,0,1,1,68,3636,99,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
68462.0,6,1,0,0,0,0,54,3786,1670,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
46681.0,52,5,0,0,0,1,75,3486,425,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
78618.0,87,2,0,0,1,0,66,3861,2153,22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
62187.0,38,4,0,0,0,1,54,3321,636,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28442.0,53,4,0,0,0,1,45,3347,57,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
37717.0,31,9,0,0,0,1,45,3805,25,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
51479.0,67,7,0,0,0,1,56,3770,494,22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
54803.0,65,4,0,0,0,1,54,3899,693,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
79530.0,64,2,0,0,0,0,63,3630,1348,26,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
31615.0,82,7,0,0,0,1,47,3692,51,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
72025.0,27,3,0,0,0,0,61,3811,1932,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
52614.0,63,8,0,0,0,1,48,3797,990,16,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35684.0,66,6,0,0,0,1,39,3290,30,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
48178.0,69,8,0,0,0,1,48,3831,254,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
29548.0,52,4,0,0,1,1,53,3526,29,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
63810.0,45,8,0,0,1,1,57,3817,1371,23,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
38578.0,2,8,0,1,0,1,51,3594,73,9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
46098.0,86,8,0,0,0,1,48,3902,120,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22585.0,23,9,0,1,1,0,53,3690,81,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30279.0,13,8,0,0,0,1,34,3768,37,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
66426.0,14,6,0,0,0,1,62,3492,1377,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
30822.0,92,7,0,0,0,1,54,3602,51,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
33581.0,38,8,0,0,0,1,54,3759,17,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
19986.0,74,7,0,0,0,1,38,3449,22,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27421.0,14,7,0,0,0,0,69,3786,324,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35688.0,94,8,0,0,0,1,50,3898,211,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36143.0,33,3,0,0,0,1,42,3313,19,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10245.0,32,5,0,0,0,1,52,3632,41,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
43795.0,11,7,0,1,1,1,55,3478,492,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
63381.0,78,2,0,0,0,1,63,3854,1005,26,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
38823.0,56,6,0,0,0,1,74,3890,114,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
83664.0,57,5,0,0,0,1,55,3639,1173,19,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
90300.0,7,1,0,0,1,0,44,3399,1738,19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
62499.0,0,4,0,0,0,1,44,3424,222,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
74293.0,66,2,0,0,0,0,30,3278,1127,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51012.0,86,6,0,0,0,0,77,3659,209,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
70777.0,80,3,0,0,0,1,55,3346,787,23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
68682.0,56,2,0,0,0,0,32,3488,1598,24,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
43824.0,18,8,0,0,0,1,52,3874,186,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
15345.0,51,8,0,1,0,1,39,3889,47,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
23442.0,71,7,0,0,0,1,36,3774,27,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14515.0,71,7,0,1,0,1,43,3819,96,11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31395.0,80,6,0,0,0,1,67,3685,64,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75276.0,2,5,0,0,0,0,58,3862,1040,23,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
42373.0,83,5,0,0,0,1,49,3540,163,13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30507.0,29,7,0,0,0,0,63,3697,343,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
55521.0,11,7,0,1,1,1,68,3472,446,24,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
48006.0,55,6,0,0,0,1,58,3242,41,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
27213.0,19,8,0,1,0,1,51,3890,70,9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
65808.0,1,6,0,0,0,1,52,3252,272,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30351.0,19,9,0,0,0,1,49,3610,46,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
50437.0,28,7,0,0,0,1,60,3842,490,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
23616.0,76,8,0,1,0,1,41,3811,79,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
53858.0,50,4,0,0,0,1,47,3819,915,17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
66465.0,1,6,0,0,1,1,68,3678,1485,35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
46923.0,90,7,0,0,0,1,36,3898,369,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
75072.0,83,3,0,0,0,1,61,3744,1073,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
19789.0,24,5,0,0,1,1,48,3443,78,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80134.0,11,5,0,0,1,0,29,3357,1378,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
91065.0,33,3,0,1,1,0,42,3714,1474,26,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
49505.0,4,8,0,0,0,1,52,3703,751,29,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
37401.0,14,7,0,0,0,1,50,3276,48,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
30096.0,30,6,0,0,0,1,40,3260,45,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
18492.0,75,8,0,0,0,1,41,3246,10,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
82584.0,26,1,0,1,1,0,49,3612,1435,16,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
48686.0,8,8,0,0,0,1,70,3429,20,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
92910.0,42,1,0,0,1,0,37,3288,1795,27,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
75433.0,28,6,0,0,1,1,34,3307,1188,19,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10404.0,52,5,0,0,0,1,34,3278,43,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
61314.0,1,3,0,0,0,1,55,3652,1008,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
84865.0,1,4,0,1,1,0,62,3638,1688,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
42387.0,42,8,0,0,0,1,34,3830,684,21,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67309.0,76,7,0,0,0,1,56,3744,1082,39,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75236.0,27,4,0,0,0,1,59,3438,1068,25,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30015.0,28,5,0,0,0,1,53,3369,57,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50943.0,49,5,0,0,0,1,67,3595,46,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
67272.0,12,5,0,0,0,1,57,3412,733,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
51529.0,14,8,0,0,0,1,74,3517,467,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
32011.0,89,7,0,0,0,1,52,3533,122,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
7500.0,96,8,0,0,0,1,37,3729,36,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28691.0,56,8,0,0,0,1,34,3582,34,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
56223.0,72,4,0,0,0,1,75,3413,156,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
18100.0,14,5,0,0,0,0,77,3549,14,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
30279.0,13,8,0,0,0,1,34,3768,37,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
20130.0,99,8,0,0,0,0,49,3326,34,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23295.0,72,8,0,0,0,0,64,3573,20,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
42618.0,92,8,0,0,0,1,51,3485,192,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
81246.0,87,1,0,0,1,0,59,3404,1379,17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
24027.0,7,8,0,0,0,1,47,3607,48,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
55707.0,91,3,0,0,0,1,70,3411,428,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
57959.0,71,3,0,0,0,1,68,3645,868,27,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
56796.0,24,7,0,0,0,1,54,3720,1001,27,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
36230.0,17,5,0,0,0,1,52,3477,59,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
70829.0,87,3,0,0,0,1,43,3432,431,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
65991.0,21,7,0,0,0,1,47,3882,971,27,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
38988.0,90,8,0,0,0,1,51,3900,348,19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
89572.0,44,4,0,1,1,0,57,3874,2059,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42207.0,71,6,0,1,1,1,39,3676,265,14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
50300.0,52,2,0,0,0,1,71,3257,270,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
66664.0,78,3,0,0,0,0,41,3864,1289,19,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60597.0,2,7,0,1,1,1,59,3401,893,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70165.0,60,1,0,0,0,0,74,3502,926,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50520.0,25,6,0,0,0,1,65,3374,135,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
80124.0,47,1,0,0,1,0,60,3225,1495,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
33183.0,46,7,0,0,0,1,48,3347,120,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
66582.0,83,1,0,0,0,0,54,3340,1288,20,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
75261.0,17,2,0,1,1,0,68,3654,1743,17,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
31880.0,13,8,0,0,0,1,53,3828,15,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
53790.0,86,6,0,0,0,1,72,3337,542,20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
49269.0,92,7,0,0,0,1,52,3905,890,25,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
61456.0,47,4,0,0,0,1,48,3681,1388,33,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
37406.0,18,8,0,1,0,1,43,3484,17,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
56937.0,81,6,0,1,1,1,42,3916,906,30,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
38415.0,91,7,0,0,0,1,45,3765,44,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
20518.0,58,5,0,0,0,1,35,3264,25,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
62503.0,40,5,0,0,0,1,67,3718,973,26,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
41644.0,67,3,0,0,0,1,51,3273,31,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
55842.0,19,5,0,0,0,1,46,3259,518,17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
62010.0,93,5,0,0,0,1,51,3836,530,19,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
41124.0,41,8,0,0,0,1,46,3828,506,21,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
38961.0,60,7,0,0,0,1,50,3403,70,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
37760.0,54,6,0,0,0,1,51,3544,54,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32233.0,26,9,0,1,1,1,49,3901,296,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
43057.0,30,5,0,0,0,1,48,3464,266,15,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
83151.0,93,3,0,0,0,0,63,3849,747,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
78825.0,35,3,0,1,0,0,59,3875,895,29,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
65104.0,4,7,0,0,0,1,47,3449,1053,17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
60093.0,92,6,0,0,0,1,49,3590,735,21,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14045.0,24,7,0,0,0,1,54,3376,20,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
28457.0,96,8,0,0,0,0,71,3831,205,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78952.0,11,6,0,0,0,1,65,3865,2092,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
46310.0,99,8,0,0,0,1,47,3795,309,14,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
76005.0,72,6,0,0,1,0,68,3714,1722,22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
58308.0,77,8,0,0,0,1,59,3755,900,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
59432.0,88,5,0,0,0,1,61,3664,663,22,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
55563.0,22,3,0,0,0,1,45,3307,43,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78642.0,83,6,0,0,0,1,52,3656,1816,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
67911.0,63,3,0,0,0,1,74,3260,976,27,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
27203.0,92,8,0,0,0,1,73,3914,64,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
48330.0,2,5,0,0,0,1,62,3448,32,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24279.0,6,8,0,0,0,0,33,3769,263,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
64355.0,66,8,0,0,0,1,38,3896,1445,21,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
50943.0,49,5,0,0,0,1,67,3595,46,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
53653.0,29,6,0,0,0,0,70,3821,1210,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
65665.0,77,3,0,0,0,1,47,3431,945,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
